policy_term,policy_payment_mode,policy_status,main_holder_smoker_flag,main_holder_gender,total_sum_assuared,premium_value,payment_method,client_code,product_code,month_rank,total_rider_prem,total_rider_sum_assuared,children_count,current_age,completed_duration,completed_ratio,is_cross_sell,preds
144,-0.0209757365603177,0.3356110295283878,-0.2100901452490181,0.0062039656716371,258000.0,34920.0,-0.1065021106411562,2.5071726106985697,-0.0351727634329577,19,564.0,100000,0,323,0,0.0,0,0
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,-0.0112524866188775,528000.0,38100.0,0.5367842917706959,2.937955526791024,-0.0351727634329577,19,1848.0,1056000,0,613,31,0.1291666666666666,1,0
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,350000.0,18984.0,-0.1065021106411562,2.5071726106985697,-0.0351727634329577,19,3912.0,490000,2,643,0,0.0,0,0
360,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,400000.0,25500.0,-0.1065021106411562,2.863847554637302,-0.0351727634329577,19,1404.0,800000,1,516,0,0.0,1,0
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,680000.0,38280.0,0.5367842917706959,3.7111454150245056,-0.0351727634329577,19,7152.0,1360000,0,386,0,0.0,0,0
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,-0.0112524866188775,230000.0,12504.0,-0.1065021106411562,2.5071726106985697,-0.0351727634329577,19,996.0,100000,0,602,158,0.6583333333333333,0,0
144,-0.0209757365603177,-0.1988816350926321,0.018665512617111,-0.0112524866188775,223000.0,24168.0,0.5367842917706959,3.01799823446456,-0.0351727634329577,19,0.0,0,0,270,27,0.1875,0,0
360,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,500000.0,27084.0,-0.1065021106411562,2.5071726106985697,-0.0351727634329577,19,4260.0,3000000,0,510,63,0.175,0,0
360,-0.1375863270313213,-0.1988816350926321,0.018665512617111,0.0062039656716371,300000.0,64400.0,-0.1065021106411562,3.01799823446456,0.3359618796004076,19,0.0,0,0,512,54,0.15,1,0
360,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,600000.0,131124.0,0.5367842917706959,3.3056803069163414,0.3359618796004076,19,0.0,0,0,302,12,0.0333333333333333,1,0
180,0.0976516306928045,-0.1988816350926321,0.018665512617111,-0.0112524866188775,195000.0,20344.0,0.5367842917706959,2.669691540196345,-0.0351727634329577,19,0.0,0,0,618,22,0.1222222222222222,0,0
288,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,313000.0,24240.0,-0.1065021106411562,3.1050096114541903,-0.0351727634329577,19,2364.0,1626000,0,437,0,0.0,1,0
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,200000.0,12084.0,-0.1065021106411562,2.828756234826032,-0.0351727634329577,19,2064.0,500000,1,560,0,0.0,0,0
276,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,1200000.0,64884.0,0.5367842917706959,2.9771762399443054,-0.2678160654809588,19,3348.0,5407,0,390,8,0.0289855072463768,1,0
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,300000.0,32484.0,-0.1065021106411562,2.5071726106985697,-0.0351727634329577,19,9444.0,725000,0,628,0,0.0,0,0
240,-0.0209757365603177,-0.1988816350926321,-0.2100901452490181,0.0062039656716371,300000.0,16884.0,-0.1065021106411562,2.5071726106985697,-0.0351727634329577,19,1128.0,350000,0,345,80,0.3333333333333333,0,0
120,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,100000.0,15444.0,-0.1065021106411562,2.5071726106985697,-0.6801493619141159,19,0.0,0,0,596,0,0.0,0,0
252,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,400000.0,21684.0,-0.1065021106411562,2.6995445033460257,-0.0351727634329577,19,4512.0,1300000,0,448,0,0.0,1,0
240,-0.1375863270313213,0.6276612979531611,0.018665512617111,0.0062039656716371,200000.0,10676.0,-0.1065021106411562,2.828756234826032,-0.0351727634329577,19,352.0,200000,1,398,0,0.0,1,0
168,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,145000.0,14340.0,-0.1065021106411562,2.411862430894245,-0.6801493619141159,19,1356.0,100000,0,534,0,0.0,1,0
